,date,open,high,low,close,Adj Close,volume,tic
165,2009-09-07,15793.26953125,16035.5,15793.26953125,16016.3203125,16016.3203125,25000,^BSESN
166,2009-09-08,16030.5595703125,16232.16015625,16030.5595703125,16123.669921875,16123.669921875,35000,^BSESN
167,2009-09-09,16111.08984375,16215.740234375,16044.76953125,16183.5498046875,16183.5498046875,30600,^BSESN
168,2009-09-10,16295.919921875,16434.76953125,16166.419921875,16216.8603515625,16216.8603515625,30000,^BSESN
169,2009-09-11,16254.5703125,16337.98046875,16130.3203125,16264.2998046875,16264.2998046875,28200,^BSESN
170,2009-09-14,16185.259765625,16252.1796875,16119.9501953125,16214.1904296875,16214.1904296875,23600,^BSESN
171,2009-09-15,16255.419921875,16477.23046875,16255.419921875,16454.44921875,16454.44921875,19600,^BSESN
172,2009-09-16,16498.58984375,16700.560546875,16498.58984375,16677.0390625,16677.0390625,30200,^BSESN
173,2009-09-17,16686.380859375,16820.01953125,16636.55078125,16711.109375,16711.109375,44200,^BSESN
174,2009-09-18,16650.05078125,16765.029296875,16610.05078125,16741.30078125,16741.30078125,28000,^BSESN
175,2009-09-22,16805.220703125,16943.490234375,16763.779296875,16886.4296875,16886.4296875,22800,^BSESN
176,2009-09-23,16905.5,16905.580078125,16683.779296875,16719.5,16719.5,48400,^BSESN
177,2009-09-24,16634.080078125,16834.099609375,16494.919921875,16781.4296875,16781.4296875,24600,^BSESN
178,2009-09-25,16679.990234375,16812.01953125,16613.220703125,16693.0,16693.0,20400,^BSESN
179,2009-09-29,16829.109375,16907.83984375,16802.80078125,16852.91015625,16852.91015625,16000,^BSESN
180,2009-09-30,16868.4609375,17142.51953125,16868.4609375,17126.83984375,17126.83984375,20600,^BSESN
181,2009-10-01,17186.19921875,17195.609375,17059.359375,17134.55078125,17134.55078125,28000,^BSESN
182,2009-10-05,17062.009765625,17062.009765625,16835.80078125,16866.41015625,16866.41015625,24800,^BSESN
183,2009-10-06,16879.380859375,16988.560546875,16622.05078125,16958.5390625,16958.5390625,50200,^BSESN
184,2009-10-07,17069.419921875,17120.560546875,16764.0703125,16806.66015625,16806.66015625,32800,^BSESN
185,2009-10-08,16908.01953125,16998.51953125,16775.359375,16843.5390625,16843.5390625,37000,^BSESN
186,2009-10-09,16915.9609375,16963.080078125,16606.94921875,16642.66015625,16642.66015625,27000,^BSESN
187,2009-10-12,16687.3203125,17068.779296875,16687.3203125,17026.669921875,17026.669921875,24200,^BSESN
188,2009-10-14,17117.900390625,17274.58984375,17117.900390625,17231.109375,17231.109375,31800,^BSESN
189,2009-10-15,17274.0703125,17350.390625,17092.830078125,17195.19921875,17195.19921875,30200,^BSESN
190,2009-10-16,17196.80078125,17347.849609375,17126.55078125,17322.8203125,17322.8203125,28200,^BSESN
191,2009-10-20,17414.80078125,17457.259765625,17185.0390625,17223.009765625,17223.009765625,24600,^BSESN
192,2009-10-21,17229.720703125,17248.689453125,16997.859375,17009.169921875,17009.169921875,25600,^BSESN
193,2009-10-22,17031.5390625,17031.5390625,16721.259765625,16789.740234375,16789.740234375,25600,^BSESN
194,2009-10-23,16795.66015625,17006.76953125,16765.19921875,16810.810546875,16810.810546875,24400,^BSESN
195,2009-10-26,16808.05078125,16938.880859375,16706.080078125,16740.5,16740.5,22000,^BSESN
196,2009-10-27,16699.08984375,16699.08984375,16311.5,16353.400390625,16353.400390625,30800,^BSESN
197,2009-10-28,16335.7802734375,16411.140625,16144.169921875,16283.490234375,16283.490234375,29600,^BSESN
198,2009-10-29,16191.3896484375,16264.08984375,15993.830078125,16052.7197265625,16052.7197265625,26200,^BSESN
199,2009-10-30,16135.8701171875,16360.8798828125,15805.2001953125,15896.2802734375,15896.2802734375,38600,^BSESN
200,2009-11-03,15838.6298828125,15957.0595703125,15330.5595703125,15404.9404296875,15404.9404296875,32400,^BSESN
201,2009-11-04,15487.9697265625,15929.08984375,15487.9697265625,15912.1298828125,15912.1298828125,30400,^BSESN
202,2009-11-05,15926.1298828125,16092.3798828125,15564.8896484375,16063.900390625,16063.900390625,33800,^BSESN
203,2009-11-06,16137.419921875,16283.8603515625,16075.1904296875,16158.2802734375,16158.2802734375,28200,^BSESN
204,2009-11-09,16190.7900390625,16517.419921875,16147.2099609375,16498.720703125,16498.720703125,20400,^BSESN
205,2009-11-10,16552.4296875,16677.529296875,16371.66015625,16440.560546875,16440.560546875,26600,^BSESN
206,2009-11-11,16444.439453125,16887.80078125,16405.189453125,16849.599609375,16849.599609375,26600,^BSESN
207,2009-11-12,16822.1796875,16896.619140625,16605.009765625,16696.029296875,16696.029296875,27200,^BSESN
208,2009-11-13,16693.150390625,16909.740234375,16666.69921875,16848.830078125,16848.830078125,21400,^BSESN
209,2009-11-16,16893.109375,17083.19921875,16893.109375,17032.509765625,17032.509765625,19000,^BSESN
210,2009-11-17,17036.23046875,17080.169921875,16882.98046875,17050.650390625,17050.650390625,20400,^BSESN
211,2009-11-18,17032.009765625,17098.7890625,16958.41015625,16998.779296875,16998.779296875,18200,^BSESN
212,2009-11-19,17004.98046875,17004.98046875,16712.330078125,16785.650390625,16785.650390625,18200,^BSESN
213,2009-11-20,16772.75,17041.7890625,16635.75,17021.849609375,17021.849609375,22400,^BSESN
214,2009-11-23,17067.140625,17214.580078125,17045.01953125,17180.1796875,17180.1796875,22000,^BSESN
215,2009-11-24,17230.859375,17230.859375,17027.51953125,17131.080078125,17131.080078125,18200,^BSESN
216,2009-11-25,17149.080078125,17290.48046875,17124.150390625,17198.94921875,17198.94921875,17000,^BSESN
217,2009-11-26,17199.05078125,17202.509765625,16808.869140625,16854.9296875,16854.9296875,24000,^BSESN
218,2009-11-27,16718.80078125,16718.80078125,16210.4404296875,16632.009765625,16632.009765625,28400,^BSESN
219,2009-11-30,16655.75,17026.91015625,16655.75,16926.220703125,16926.220703125,23200,^BSESN
220,2009-12-01,16947.4609375,17218.4609375,16947.4609375,17198.26953125,17198.26953125,20000,^BSESN
221,2009-12-02,17226.490234375,17329.6796875,17142.359375,17169.91015625,17169.91015625,22200,^BSESN
222,2009-12-03,17199.640625,17361.26953125,17128.2109375,17185.6796875,17185.6796875,18200,^BSESN
223,2009-12-04,17182.23046875,17291.830078125,17032.810546875,17101.5390625,17101.5390625,18200,^BSESN
224,2009-12-07,17106.740234375,17176.619140625,16943.009765625,16983.140625,16983.140625,21000,^BSESN
225,2009-12-08,16984.5390625,17237.7890625,16964.109375,17227.6796875,17227.6796875,18600,^BSESN
226,2009-12-09,17204.3203125,17227.9609375,17057.369140625,17125.220703125,17125.220703125,21800,^BSESN
227,2009-12-10,17107.0,17231.05078125,17032.30078125,17189.310546875,17189.310546875,19200,^BSESN
228,2009-12-11,17199.740234375,17351.7109375,17056.119140625,17119.029296875,17119.029296875,19200,^BSESN
229,2009-12-14,17118.140625,17275.189453125,17048.169921875,17097.55078125,17097.55078125,17200,^BSESN
230,2009-12-15,17150.58984375,17200.470703125,16835.779296875,16877.16015625,16877.16015625,18600,^BSESN
231,2009-12-16,16866.94921875,16996.119140625,16777.939453125,16912.76953125,16912.76953125,19400,^BSESN
232,2009-12-17,16912.25,16979.51953125,16826.0,16894.25,16894.25,22000,^BSESN
233,2009-12-18,16855.91015625,16899.189453125,16693.060546875,16719.830078125,16719.830078125,18600,^BSESN
234,2009-12-21,16724.83984375,16750.990234375,16577.779296875,16601.19921875,16601.19921875,17200,^BSESN
235,2009-12-22,16633.810546875,16738.119140625,16633.810546875,16692.0,16692.0,14400,^BSESN
236,2009-12-23,16723.9609375,17252.08984375,16723.9609375,17231.109375,17231.109375,26600,^BSESN
237,2009-12-24,17265.470703125,17413.689453125,17198.08984375,17360.609375,17360.609375,22400,^BSESN
238,2009-12-29,17388.669921875,17486.05078125,17372.630859375,17401.560546875,17401.560546875,14400,^BSESN
239,2009-12-30,17402.240234375,17440.05078125,17322.80078125,17343.8203125,17343.8203125,13800,^BSESN
240,2009-12-31,17365.369140625,17530.939453125,17365.369140625,17464.810546875,17464.810546875,16600,^BSESN
241,2010-01-04,17473.44921875,17582.83984375,17378.380859375,17558.73046875,17558.73046875,28200,^BSESN
242,2010-01-05,17555.76953125,17729.779296875,17555.76953125,17686.240234375,17686.240234375,27000,^BSESN
243,2010-01-06,17719.470703125,17790.330078125,17636.7109375,17701.130859375,17701.130859375,21400,^BSESN
244,2010-01-07,17701.970703125,17733.33984375,17566.5390625,17615.720703125,17615.720703125,18000,^BSESN
245,2010-01-08,17603.869140625,17658.119140625,17508.9609375,17540.2890625,17540.2890625,17200,^BSESN
246,2010-01-11,17724.58984375,17776.5703125,17500.7890625,17526.7109375,17526.7109375,18400,^BSESN
247,2010-01-12,17534.099609375,17612.0,17392.55078125,17422.509765625,17422.509765625,18600,^BSESN
248,2010-01-13,17368.029296875,17528.310546875,17276.4609375,17509.80078125,17509.80078125,26200,^BSESN
249,2010-01-14,17525.7109375,17628.0390625,17525.7109375,17584.869140625,17584.869140625,23400,^BSESN
250,2010-01-15,17604.310546875,17639.849609375,17529.109375,17554.30078125,17554.30078125,17600,^BSESN
251,2010-01-18,17538.720703125,17712.599609375,17505.5,17641.080078125,17641.080078125,15400,^BSESN
252,2010-01-19,17650.8203125,17664.859375,17463.779296875,17486.060546875,17486.060546875,13400,^BSESN
253,2010-01-20,17486.689453125,17590.58984375,17425.05078125,17474.490234375,17474.490234375,17000,^BSESN
254,2010-01-21,17474.490234375,17474.490234375,17025.259765625,17051.140625,17051.140625,17200,^BSESN
255,2010-01-22,16978.359375,17000.330078125,16608.08984375,16859.6796875,16859.6796875,23200,^BSESN
256,2010-01-25,16847.69921875,16877.76953125,16705.560546875,16780.4609375,16780.4609375,16400,^BSESN
257,2010-01-27,16708.599609375,16708.599609375,16230.849609375,16289.8203125,16289.8203125,25600,^BSESN
