,date,open,high,low,close,Adj Close,volume,tic
0,2009-01-02,9973.0595703125,10070.2802734375,9863.8603515625,9958.2197265625,9958.2197265625,51600,^BSESN
1,2009-01-05,10124.919921875,10306.169921875,10069.1103515625,10275.599609375,10275.599609375,51200,^BSESN
2,2009-01-06,10241.509765625,10392.1201171875,10150.6796875,10335.9296875,10335.9296875,55600,^BSESN
3,2009-01-07,10424.9599609375,10469.7197265625,9510.150390625,9586.8798828125,9586.8798828125,217600,^BSESN
4,2009-01-09,9434.849609375,9630.400390625,9250.8203125,9406.4697265625,9406.4697265625,158200,^BSESN
5,2009-01-12,9306.740234375,9327.2998046875,9024.4501953125,9110.0498046875,9110.0498046875,98000,^BSESN
6,2009-01-13,9042.3603515625,9261.0,8992.919921875,9071.3603515625,9071.3603515625,45200,^BSESN
7,2009-01-14,9223.16015625,9412.9697265625,9071.3603515625,9370.490234375,9370.490234375,32000,^BSESN
8,2009-01-15,9000.6201171875,9123.7802734375,8946.6201171875,9046.740234375,9046.740234375,37600,^BSESN
9,2009-01-16,9125.650390625,9342.4697265625,9125.650390625,9323.58984375,9323.58984375,35400,^BSESN
10,2009-01-19,9365.0400390625,9409.509765625,9273.4697265625,9329.5703125,9329.5703125,30000,^BSESN
11,2009-01-20,9159.759765625,9159.759765625,9033.5498046875,9100.5498046875,9100.5498046875,31200,^BSESN
12,2009-01-21,8900.7802734375,9051.3095703125,8734.9296875,8779.169921875,8779.169921875,32400,^BSESN
13,2009-01-22,8905.9697265625,8927.6904296875,8699.3203125,8813.83984375,8813.83984375,39200,^BSESN
14,2009-01-23,8804.150390625,8858.83984375,8631.599609375,8674.349609375,8674.349609375,44000,^BSESN
15,2009-01-27,8803.0703125,9021.9697265625,8791.580078125,9004.080078125,9004.080078125,34200,^BSESN
16,2009-01-28,9077.650390625,9270.75,9053.7998046875,9257.4697265625,9257.4697265625,39800,^BSESN
17,2009-01-29,9340.58984375,9379.6796875,9164.9599609375,9236.2802734375,9236.2802734375,38800,^BSESN
18,2009-01-30,9111.1201171875,9438.3095703125,9088.150390625,9424.240234375,9424.240234375,48000,^BSESN
19,2009-02-02,9363.580078125,9363.580078125,9048.9697265625,9066.7001953125,9066.7001953125,39800,^BSESN
20,2009-02-03,9128.990234375,9302.25,9040.5595703125,9149.2998046875,9149.2998046875,46000,^BSESN
21,2009-02-04,9226.2001953125,9338.2099609375,9164.16015625,9201.849609375,9201.849609375,41600,^BSESN
22,2009-02-05,9241.5595703125,9247.08984375,9017.080078125,9090.8798828125,9090.8798828125,29600,^BSESN
23,2009-02-06,9161.490234375,9321.3798828125,9160.830078125,9300.8603515625,9300.8603515625,28400,^BSESN
24,2009-02-09,9359.0,9601.5595703125,9329.2998046875,9583.8896484375,9583.8896484375,20000,^BSESN
25,2009-02-10,9589.9501953125,9724.8701171875,9510.6298828125,9647.4697265625,9647.4697265625,45000,^BSESN
26,2009-02-11,9462.1396484375,9648.3896484375,9459.58984375,9618.5400390625,9618.5400390625,37600,^BSESN
27,2009-02-12,9559.0302734375,9578.990234375,9445.5400390625,9465.830078125,9465.830078125,33800,^BSESN
28,2009-02-13,9540.599609375,9695.58984375,9540.599609375,9634.740234375,9634.740234375,30000,^BSESN
29,2009-02-16,9637.0400390625,9637.0400390625,9279.099609375,9305.4501953125,9305.4501953125,37200,^BSESN
30,2009-02-17,9213.400390625,9213.400390625,8994.33984375,9035.0,9035.0,28400,^BSESN
31,2009-02-18,8939.3798828125,9112.990234375,8929.6201171875,9015.1796875,9015.1796875,36800,^BSESN
32,2009-02-19,9034.900390625,9111.26953125,8977.7998046875,9042.6298828125,9042.6298828125,27400,^BSESN
33,2009-02-20,8943.7802734375,8943.7802734375,8762.580078125,8843.2099609375,8843.2099609375,28000,^BSESN
34,2009-02-24,8707.349609375,8856.51953125,8619.2197265625,8822.0595703125,8822.0595703125,32400,^BSESN
35,2009-02-25,8913.4404296875,8995.0400390625,8880.150390625,8902.5595703125,8902.5595703125,32200,^BSESN
36,2009-02-26,8905.5595703125,8998.3095703125,8788.9404296875,8954.8603515625,8954.8603515625,37200,^BSESN
37,2009-02-27,8944.1103515625,8944.1103515625,8728.66015625,8891.6103515625,8891.6103515625,42200,^BSESN
38,2009-03-02,8762.8798828125,8762.8798828125,8563.51953125,8607.080078125,8607.080078125,30200,^BSESN
39,2009-03-03,8583.0595703125,8635.2001953125,8393.0498046875,8427.2900390625,8427.2900390625,35200,^BSESN
40,2009-03-04,8473.25,8501.4599609375,8373.240234375,8446.490234375,8446.490234375,40600,^BSESN
41,2009-03-05,8535.0302734375,8535.0302734375,8167.75,8197.919921875,8197.919921875,51400,^BSESN
42,2009-03-06,8103.75,8347.099609375,8047.169921875,8325.8203125,8325.8203125,52200,^BSESN
43,2009-03-09,8259.2197265625,8259.2197265625,8110.10009765625,8160.39990234375,8160.39990234375,26400,^BSESN
44,2009-03-12,8274.7802734375,8439.259765625,8274.7802734375,8343.75,8343.75,36200,^BSESN
45,2009-03-13,8480.740234375,8793.2099609375,8480.740234375,8756.6103515625,8756.6103515625,49400,^BSESN
46,2009-03-16,8793.8896484375,8955.73046875,8697.4599609375,8943.5400390625,8943.5400390625,49400,^BSESN
47,2009-03-17,8942.009765625,9024.1201171875,8801.7900390625,8863.8203125,8863.8203125,47200,^BSESN
48,2009-03-18,8956.2998046875,9120.400390625,8951.3203125,8976.6796875,8976.6796875,45600,^BSESN
49,2009-03-19,9023.0400390625,9086.76953125,8900.3896484375,9001.75,9001.75,36000,^BSESN
50,2009-03-20,8951.33984375,8999.98046875,8867.1298828125,8966.6796875,8966.6796875,32800,^BSESN
51,2009-03-23,9040.2998046875,9454.6904296875,9040.2998046875,9424.01953125,9424.01953125,43200,^BSESN
52,2009-03-24,9549.51953125,9699.0,9402.6396484375,9471.0400390625,9471.0400390625,50000,^BSESN
53,2009-03-25,9442.2998046875,9704.6904296875,9430.4501953125,9667.900390625,9667.900390625,49400,^BSESN
54,2009-03-26,9739.9296875,10061.3603515625,9739.9296875,10003.099609375,10003.099609375,45200,^BSESN
55,2009-03-27,10036.7998046875,10127.08984375,9913.400390625,10048.490234375,10048.490234375,52800,^BSESN
56,2009-03-30,9902.349609375,9902.349609375,9521.759765625,9568.1396484375,9568.1396484375,41400,^BSESN
57,2009-03-31,9633.2099609375,9826.2197265625,9547.2099609375,9708.5,9708.5,53000,^BSESN
58,2009-04-01,9745.76953125,9921.9599609375,9546.2900390625,9901.990234375,9901.990234375,45800,^BSESN
59,2009-04-02,10107.25,10431.98046875,10107.25,10348.830078125,10348.830078125,64600,^BSESN
60,2009-04-06,10521.7802734375,10654.8896484375,10410.4404296875,10534.8701171875,10534.8701171875,53800,^BSESN
61,2009-04-08,10283.580078125,10778.1103515625,10173.0,10742.33984375,10742.33984375,56400,^BSESN
62,2009-04-09,10876.150390625,10929.330078125,10655.9599609375,10803.8603515625,10803.8603515625,58400,^BSESN
63,2009-04-13,10916.4296875,11069.5400390625,10800.83984375,10967.2197265625,10967.2197265625,43000,^BSESN
64,2009-04-15,10805.1396484375,11337.75,10719.1796875,11284.73046875,11284.73046875,70200,^BSESN
65,2009-04-16,11358.0595703125,11362.3095703125,10900.4697265625,10947.400390625,10947.400390625,60200,^BSESN
66,2009-04-17,11067.7099609375,11339.4697265625,10946.25,11023.08984375,11023.08984375,53600,^BSESN
67,2009-04-20,11065.099609375,11209.66015625,10863.2802734375,10979.5,10979.5,43200,^BSESN
68,2009-04-21,10765.3896484375,11068.8203125,10764.080078125,10898.1103515625,10898.1103515625,45000,^BSESN
69,2009-04-22,10968.599609375,11036.240234375,10715.66015625,10817.5400390625,10817.5400390625,39000,^BSESN
70,2009-04-23,10841.5703125,11200.8603515625,10758.9697265625,11134.990234375,11134.990234375,41800,^BSESN
71,2009-04-24,11149.4697265625,11362.8798828125,11070.330078125,11329.0498046875,11329.0498046875,44600,^BSESN
72,2009-04-27,11237.419921875,11492.099609375,11176.5498046875,11371.849609375,11371.849609375,52400,^BSESN
73,2009-04-28,11371.33984375,11371.33984375,10961.759765625,11001.75,11001.75,47600,^BSESN
74,2009-04-29,11091.5595703125,11430.25,11091.5595703125,11403.25,11403.25,40400,^BSESN
75,2009-05-04,11635.240234375,12160.3203125,11635.240234375,12134.75,12134.75,46400,^BSESN
76,2009-05-05,12159.740234375,12197.8798828125,11985.8798828125,12131.080078125,12131.080078125,48400,^BSESN
77,2009-05-06,12100.6904296875,12272.0400390625,11899.41015625,11952.75,11952.75,49200,^BSESN
78,2009-05-07,12064.509765625,12143.9501953125,11981.1298828125,12116.9404296875,12116.9404296875,47800,^BSESN
79,2009-05-08,12092.9697265625,12180.0703125,11765.0595703125,11876.4296875,11876.4296875,55200,^BSESN
80,2009-05-11,11997.3701171875,12026.599609375,11621.2998046875,11682.990234375,11682.990234375,36000,^BSESN
81,2009-05-12,11629.9697265625,12194.6298828125,11625.3896484375,12158.0302734375,12158.0302734375,40000,^BSESN
82,2009-05-13,12201.9296875,12256.4296875,11934.4404296875,12019.650390625,12019.650390625,217600,^BSESN
83,2009-05-14,11774.0400390625,11935.8603515625,11695.51953125,11872.91015625,11872.91015625,39000,^BSESN
84,2009-05-15,11948.7001953125,12218.98046875,11948.7001953125,12173.419921875,12173.419921875,35000,^BSESN
85,2009-05-18,13479.3896484375,14284.2099609375,13479.3896484375,14284.2099609375,14284.2099609375,800,^BSESN
86,2009-05-19,14757.8203125,14930.5400390625,13840.830078125,14302.0302734375,14302.0302734375,89400,^BSESN
87,2009-05-20,14230.73046875,14405.509765625,13976.490234375,14060.66015625,14060.66015625,51000,^BSESN
88,2009-05-21,14043.3798828125,14089.509765625,13704.4296875,13736.5400390625,13736.5400390625,44800,^BSESN
89,2009-05-22,13663.5400390625,13936.9296875,13611.2998046875,13887.150390625,13887.150390625,39400,^BSESN
90,2009-05-25,13999.4404296875,14027.599609375,13819.7802734375,13913.2197265625,13913.2197265625,37400,^BSESN
91,2009-05-26,13983.259765625,13991.4599609375,13524.9296875,13589.23046875,13589.23046875,37800,^BSESN
92,2009-05-27,13851.849609375,14122.7802734375,13848.150390625,14109.6396484375,14109.6396484375,47000,^BSESN
93,2009-05-28,14139.1396484375,14376.33984375,14080.98046875,14296.009765625,14296.009765625,42600,^BSESN
94,2009-05-29,14384.759765625,14726.599609375,14384.759765625,14625.25,14625.25,45200,^BSESN
95,2009-06-01,14790.8896484375,14906.8095703125,14658.009765625,14840.6298828125,14840.6298828125,44200,^BSESN
96,2009-06-02,14942.2099609375,14994.2197265625,14608.23046875,14874.91015625,14874.91015625,43800,^BSESN
97,2009-06-03,14902.6201171875,15045.8798828125,14734.900390625,14870.900390625,14870.900390625,43000,^BSESN
98,2009-06-04,14755.080078125,15026.0302734375,14601.91015625,15008.6796875,15008.6796875,39200,^BSESN
99,2009-06-05,15040.240234375,15257.2998046875,14994.0498046875,15103.5498046875,15103.5498046875,36800,^BSESN
100,2009-06-08,15153.2099609375,15184.8701171875,14604.23046875,14665.919921875,14665.919921875,31400,^BSESN
101,2009-06-09,14618.98046875,15159.26953125,14526.6904296875,15127.0,15127.0,51600,^BSESN
102,2009-06-10,15168.1796875,15580.8095703125,15168.1796875,15466.8095703125,15466.8095703125,42400,^BSESN
103,2009-06-11,15517.3603515625,15568.740234375,15242.1904296875,15411.4697265625,15411.4697265625,42000,^BSESN
104,2009-06-12,15446.8203125,15600.2998046875,15174.2802734375,15237.9404296875,15237.9404296875,40600,^BSESN
105,2009-06-15,15195.830078125,15261.0302734375,14808.08984375,14875.51953125,14875.51953125,34600,^BSESN
106,2009-06-16,14788.26953125,15022.1904296875,14621.9697265625,14957.91015625,14957.91015625,32000,^BSESN
107,2009-06-17,14978.5,14995.66015625,14447.9296875,14522.83984375,14522.83984375,35400,^BSESN
108,2009-06-18,14503.0498046875,14630.73046875,14188.25,14265.5302734375,14265.5302734375,75800,^BSESN
109,2009-06-19,14321.98046875,14559.080078125,14179.76953125,14521.8896484375,14521.8896484375,37400,^BSESN
110,2009-06-22,14591.2802734375,14668.400390625,14269.76953125,14326.2197265625,14326.2197265625,31600,^BSESN
111,2009-06-23,14147.8701171875,14394.1904296875,14016.9501953125,14324.009765625,14324.009765625,35600,^BSESN
112,2009-06-24,14388.2099609375,14479.8203125,14207.01953125,14422.73046875,14422.73046875,30600,^BSESN
113,2009-06-25,14476.150390625,14578.4599609375,14261.1396484375,14345.6201171875,14345.6201171875,29600,^BSESN
114,2009-06-26,14373.5703125,14781.9404296875,14373.5703125,14764.6396484375,14764.6396484375,32400,^BSESN
115,2009-06-29,14764.6396484375,14955.5498046875,14685.4501953125,14785.740234375,14785.740234375,26600,^BSESN
116,2009-06-30,14785.740234375,14907.48046875,14420.41015625,14493.83984375,14493.83984375,35200,^BSESN
117,2009-07-01,14493.83984375,14727.490234375,14355.51953125,14645.4697265625,14645.4697265625,28800,^BSESN
118,2009-07-02,14694.3095703125,14764.349609375,14469.6904296875,14658.490234375,14658.490234375,31200,^BSESN
119,2009-07-03,14552.7197265625,14945.849609375,14499.740234375,14913.0498046875,14913.0498046875,29000,^BSESN
120,2009-07-06,14962.1201171875,15097.8701171875,13959.4404296875,14043.400390625,14043.400390625,43400,^BSESN
121,2009-07-07,14103.650390625,14251.8798828125,14000.6796875,14170.4501953125,14170.4501953125,35800,^BSESN
122,2009-07-08,14039.580078125,14039.580078125,13701.759765625,13769.150390625,13769.150390625,37600,^BSESN
123,2009-07-09,13796.1904296875,13879.1796875,13643.9697265625,13757.4599609375,13757.4599609375,28400,^BSESN
124,2009-07-10,13803.1201171875,13897.1904296875,13418.3896484375,13504.2197265625,13504.2197265625,27800,^BSESN
125,2009-07-13,13405.9501953125,13461.6796875,13219.990234375,13400.3203125,13400.3203125,24600,^BSESN
126,2009-07-14,13549.419921875,13903.48046875,13549.419921875,13853.7001953125,13853.7001953125,23800,^BSESN
127,2009-07-15,13917.26953125,14299.5400390625,13891.0400390625,14253.240234375,14253.240234375,27200,^BSESN
128,2009-07-16,14351.9697265625,14493.099609375,14169.580078125,14250.25,14250.25,35000,^BSESN
129,2009-07-17,14325.580078125,14800.7001953125,14250.25,14744.919921875,14744.919921875,37600,^BSESN
130,2009-07-20,14854.169921875,15209.3603515625,14854.169921875,15191.009765625,15191.009765625,34800,^BSESN
131,2009-07-21,15218.830078125,15234.2099609375,14955.8798828125,15062.490234375,15062.490234375,35000,^BSESN
132,2009-07-22,15124.919921875,15369.419921875,14786.580078125,14843.1201171875,14843.1201171875,41800,^BSESN
133,2009-07-23,15008.7802734375,15264.83984375,14843.1201171875,15231.0400390625,15231.0400390625,55200,^BSESN
134,2009-07-24,15272.009765625,15418.6103515625,15168.51953125,15378.9599609375,15378.9599609375,43200,^BSESN
135,2009-07-27,15350.8896484375,15463.08984375,15228.4599609375,15375.0400390625,15375.0400390625,36600,^BSESN
136,2009-07-28,15428.5,15463.4599609375,15240.5302734375,15331.9404296875,15331.9404296875,40800,^BSESN
137,2009-07-29,15293.1904296875,15379.4296875,14888.41015625,15173.4599609375,15173.4599609375,39000,^BSESN
138,2009-07-30,15169.23046875,15409.91015625,15065.48046875,15387.9599609375,15387.9599609375,30400,^BSESN
139,2009-07-31,15449.4697265625,15732.8095703125,15449.4697265625,15670.3095703125,15670.3095703125,34000,^BSESN
140,2009-08-03,15694.7802734375,15963.3603515625,15608.400390625,15924.23046875,15924.23046875,32400,^BSESN
141,2009-08-04,15940.099609375,16002.4599609375,15699.1298828125,15830.98046875,15830.98046875,43400,^BSESN
142,2009-08-05,15882.3896484375,15973.099609375,15695.1103515625,15903.830078125,15903.830078125,29600,^BSESN
143,2009-08-06,15881.4697265625,15969.8095703125,15443.2197265625,15514.0302734375,15514.0302734375,37800,^BSESN
144,2009-08-07,15440.9501953125,15501.9404296875,15104.0,15160.240234375,15160.240234375,33200,^BSESN
145,2009-08-10,15287.1396484375,15417.33984375,14902.01953125,15009.76953125,15009.76953125,37200,^BSESN
146,2009-08-11,15000.3798828125,15218.650390625,14864.23046875,15074.58984375,15074.58984375,31000,^BSESN
147,2009-08-12,14953.4404296875,15043.6201171875,14701.0498046875,15020.16015625,15020.16015625,34000,^BSESN
148,2009-08-13,15207.9599609375,15545.1298828125,15207.9599609375,15518.490234375,15518.490234375,28800,^BSESN
149,2009-08-14,15530.3798828125,15535.4697265625,15367.6103515625,15411.6298828125,15411.6298828125,28600,^BSESN
150,2009-08-17,15284.23046875,15411.6298828125,14740.6298828125,14784.919921875,14784.919921875,25600,^BSESN
151,2009-08-18,14745.7998046875,15134.509765625,14740.259765625,15035.259765625,15035.259765625,29200,^BSESN
152,2009-08-19,15079.0400390625,15096.9404296875,14684.4501953125,14809.6396484375,14809.6396484375,26600,^BSESN
153,2009-08-20,14930.0498046875,15145.0,14928.1796875,15012.3203125,15012.3203125,16800,^BSESN
154,2009-08-21,14951.490234375,15275.169921875,14835.080078125,15240.830078125,15240.830078125,21400,^BSESN
155,2009-08-24,15362.9296875,15676.349609375,15362.9296875,15628.75,15628.75,19800,^BSESN
156,2009-08-25,15573.91015625,15735.3203125,15423.3896484375,15688.4697265625,15688.4697265625,29200,^BSESN
157,2009-08-26,15763.08984375,15831.490234375,15695.9404296875,15769.849609375,15769.849609375,20000,^BSESN
158,2009-08-27,15711.7998046875,15853.7099609375,15685.490234375,15781.0703125,15781.0703125,18600,^BSESN
159,2009-08-28,15770.1904296875,15957.669921875,15663.349609375,15922.33984375,15922.33984375,30400,^BSESN
160,2009-08-31,15812.150390625,15821.349609375,15589.7998046875,15666.6396484375,15666.6396484375,25600,^BSESN
161,2009-09-01,15691.26953125,15923.08984375,15475.2802734375,15551.1904296875,15551.1904296875,26800,^BSESN
162,2009-09-02,15482.0498046875,15628.099609375,15392.6796875,15467.4599609375,15467.4599609375,23600,^BSESN
163,2009-09-03,15539.33984375,15598.1796875,15356.7197265625,15398.330078125,15398.330078125,22000,^BSESN
164,2009-09-04,15425.8603515625,15740.830078125,15358.9404296875,15689.1201171875,15689.1201171875,30800,^BSESN
